publisher,genres,game,title,release_date,price,id,developer
Fallen Tree Games Ltd,"['Casual', 'Indie']",Swapperoo,Swapperoo,2015,4.99,410150,Fallen Tree Games Ltd
Team Frizz,"['Action', 'Adventure', 'Indie']",Frizzy,Frizzy,2015,2.99,391100,Team Frizz
,"['Action', 'Adventure']",Assassin's Creed Syndicate - Jack The Ripper,Assassin's Creed Syndicate - Jack The Ripper,2015,14.99,405080,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios"
Myrolit Studios,"['Action', 'Casual', 'Indie']",Hatch and Slay,Hatch and Slay,2015,1.99,428760,Myrolit Studios
,"['Action', 'Adventure']",Assassin's Creed Syndicate Season Pass,Assassin's Creed Syndicate Season Pass,2015,29.99,371020,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios"
,"['Casual', 'Simulation']",Rocksmith® 2014 – Stone Temple Pilots - “Plush”,Rocksmith® 2014 – Stone Temple Pilots - “Plush”,2015,2.99,390412,Ubisoft - San Francisco
Lord Bytesworth,"['Casual', 'Indie', 'RPG']",Our Nation's Miner,Our Nation's Miner,2015,5.99,360040,Lord Bytesworth
,"['Casual', 'Simulation']",Rocksmith® 2014 – Stone Temple Pilots - “Sex Type Thing”,Rocksmith® 2014 – Stone Temple Pilots - “Sex Type Thing”,2015,2.99,390414,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Stone Temple Pilots - “Creep”,Rocksmith® 2014 – Stone Temple Pilots - “Creep”,2015,2.99,390415,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Stone Temple Pilots - “Interstate Love Song”,Rocksmith® 2014 – Stone Temple Pilots - “Interstate Love Song”,2015,2.99,390413,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Stone Temple Pilots - “Big Empty”,Rocksmith® 2014 – Stone Temple Pilots - “Big Empty”,2015,2.99,390417,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Stone Temple Pilots Song Pack,Rocksmith® 2014 – Stone Temple Pilots Song Pack,2015,13.99,390418,Ubisoft - San Francisco
,"['Action', 'Adventure']",Batman™: Arkham Knight - Season of Infamy: Most Wanted Expansion,Batman™: Arkham Knight - Season of Infamy: Most Wanted Expansion,2015,9.99,401635,Rocksteady Studios
,"['Action', 'Adventure']",Batman™: Arkham Knight Crime Fighter Challenge Pack #5,Batman™: Arkham Knight Crime Fighter Challenge Pack #5,2015,1.99,401626,Rocksteady Studios
,"['Casual', 'Simulation']",Rocksmith® 2014 – Stone Temple Pilots - “Wicked Garden”,Rocksmith® 2014 – Stone Temple Pilots - “Wicked Garden”,2015,2.99,390416,Ubisoft - San Francisco
Whale Nebula,"['Action', 'Adventure', 'Indie']",Valzar,Valzar,2015,9.99,405810,Whale Nebula
,"['Action', 'Adventure']",Batman™: Arkham Knight - Original Arkham Batmobile,Batman™: Arkham Knight - Original Arkham Batmobile,2015,1.99,405032,Rocksteady Studios
Jimbob Games,"['Action', 'Adventure', 'Casual', 'Indie']",Resilience: Wave Survival,Resilience: Wave Survival,2015,5.99,429490,Jimbob Games
"Pixel Barrage Entertainment, Inc.","['Action', 'Adventure', 'Indie']",Adventure in the Tower of Flight,Adventure in the Tower of Flight,2015,7.99,368830,"Pixel Barrage Entertainment, Inc."
,"['Action', 'Adventure', 'Indie']",Game Soundtrack,Game Soundtrack,2015,2.99,430940,"Pixel Barrage Entertainment, Inc."
,['Simulation'],RTK Maker - Face CG Nobunyaga Set - 三国志ツクール顔登録素材『のぶニャがの野望』セット＋シナリオ,RTK Maker - Face CG Nobunyaga Set - 三国志ツクール顔登録素材『のぶニャがの野望』セット＋シナリオ,2015,4.99,426743,"KOEI TECMO GAMES CO., LTD."
,['Simulation'],RTK Maker - Face CG Koei SLG Set - 三国志ツクール顔登録素材「コーエーSLG」セット+シナリオ,RTK Maker - Face CG Koei SLG Set - 三国志ツクール顔登録素材「コーエーSLG」セット+シナリオ,2015,4.99,426740,"KOEI TECMO GAMES CO., LTD."
,['Simulation'],RTK Maker - Face CG Taiko Risshiden V Set - 三国志ツクール顔登録素材「太閤立志伝V」セット+シナリオ,RTK Maker - Face CG Taiko Risshiden V Set - 三国志ツクール顔登録素材「太閤立志伝V」セット+シナリオ,2015,2.99,426741,"KOEI TECMO GAMES CO., LTD."
,['Simulation'],RTK Maker - Face CG Warriors Set - 三国志ツクール顔登録素材「無双」セット+シナリオ,RTK Maker - Face CG Warriors Set - 三国志ツクール顔登録素材「無双」セット+シナリオ,2015,2.99,426742,"KOEI TECMO GAMES CO., LTD."
Platoon Studios,"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Bionite: Origins,Bionite: Origins,2015,11.99,414770,Platoon Studios
DopplerFrog,"['Indie', 'Simulation']",Gridworld,Gridworld,2015,0.99,396890,DopplerFrog
8Floor,['Casual'],Solitaire Christmas. Match 2 Cards,Solitaire Christmas. Match 2 Cards,2015,4.99,428510,Creobit
Changyou.com Limited,"['Free to Play', 'Massively Multiplayer', 'Simulation']",Steel Ocean - Repulse Package,Steel Ocean - Repulse Package,2015,0,430110,ICE Entertainment
Changyou.com Limited,"['Free to Play', 'Massively Multiplayer', 'Simulation']",Steel Ocean - Original SoundTrack Vol.1,Steel Ocean - Original SoundTrack Vol.1,2015,0,398310,ICE Entertainment
Jetdogs Studios,"['Casual', 'Indie', 'Strategy']",12 Labours of Hercules IV: Mother Nature (Platinum Edition),12 Labours of Hercules IV: Mother Nature (Platinum Edition),2015,2.99,396800,"Jetdogs Studios,Zoom Out Games"
TERNOX,"['Action', 'Indie']",Taimumari — Soundtrack,Taimumari — Soundtrack,2015,1.99,376230,TERNOX
Tartezal Holdings Ltd.,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Астролорды: Оружие Пришельцев,Астролорды: Оружие Пришельцев,2015,15.99,431060,Aratog LLC
Tartezal Holdings Ltd.,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Aстролорды: Опытный строитель,Aстролорды: Опытный строитель,2015,49.99,431050,Aratog LLC
,"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",Fishing Planet: St.Patrick's Pack,Fishing Planet: St.Patrick's Pack,2015,19.99,422473,Fishing Planet LLC
SimProse Studios,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Elysium: Blood Games,Elysium: Blood Games,2016,1.99,430080,SimProse Studios
5Wolf,['Simulation'],What's under your blanket !?,What's under your blanket !?,2016,0.99,432020,5Wolf
Sekai Project,"['Adventure', 'Casual', 'Indie']",Strawberry Vinegar Original Soundtrack,Strawberry Vinegar Original Soundtrack,2016,4.99,432510,ebi-hime
Sekai Project,"['Adventure', 'Casual', 'Indie']",Strawberry Vinegar,Strawberry Vinegar,2016,9.99,407340,ebi-hime
Sekai Project,"['Adventure', 'Casual', 'Indie']",The Sad Story of Emmeline Burns,The Sad Story of Emmeline Burns,2016,0,429940,ebi-hime
Technomancy Studios,"['Action', 'Adventure', 'Indie', 'RPG']",Suits: A Business RPG,Suits: A Business RPG,2016,0.99,410670,Technomancy Studios
Little Orbit,['Action'],Kung Fu Panda Showdown of Legendary Legends,Kung Fu Panda Showdown of Legendary Legends,2016,9.99,369230,Vicious Cycle Software
Dovetail Games - Flight,['Simulation'],FSX: Steam Edition - Extra 300S Add-On,FSX: Steam Edition - Extra 300S Add-On,2016,19.99,379570,Alabeo
,"['Action', 'Casual', 'Indie', 'Strategy']",Age of Steel: Recharge,Age of Steel: Recharge,2016,6.99,421060,Quaint Emerald
Little Orbit,['Action'],Kung Fu Panda: Bao and Panda Vista,Kung Fu Panda: Bao and Panda Vista,2016,0.99,413800,Vicious Cycle Software
Little Orbit,['Action'],Kung Fu Panda: Kai and Master's Garden,Kung Fu Panda: Kai and Master's Garden,2016,0.99,413811,Vicious Cycle Software
Little Orbit,['Action'],Kung Fu Panda: Master Chicken and Li,Kung Fu Panda: Master Chicken and Li,2016,0,413810,Vicious Cycle Software
Team Indev,"['Action', 'Adventure', 'Indie']",Squirbs,Squirbs,2016,4.99,429700,Team Indev
Cleverweek,"['Action', 'Adventure', 'Indie']",The Growth Journey,The Growth Journey,2016,3.99,416610,Cleverweek
None,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Divergence: Online,Divergence: Online,2016,19.99,422940,Stained Glass Llama
Dovetail Games - Trains,['Simulation'],Train Simulator: DB BR 474.3 EMU Add-On,Train Simulator: DB BR 474.3 EMU Add-On,2016,12.99,325987,Dovetail Games
Dovetail Games - Trains,['Simulation'],Train Simulator: Hamburg-Lübeck Railway Route Add-On,Train Simulator: Hamburg-Lübeck Railway Route Add-On,2016,19.99,325988,Dovetail Games
,"['Action', 'Adventure', 'Indie']",The Growth Journey - Soundtrack,The Growth Journey - Soundtrack,2016,0.99,431820,Cleverweek
THQ Nordic,"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 KTM 450 SX-F MX,MX vs. ATV Supercross Encore - 2015 KTM 450 SX-F MX,2016,2.99,429901,"Rainbow Studios,THQ Nordic"
THQ Nordic,"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - KTM 450 SX ATV,MX vs. ATV Supercross Encore - KTM 450 SX ATV,2016,2.99,429902,"Rainbow Studios,THQ Nordic"
THQ Nordic,"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - Supercross Track Pack 1,MX vs. ATV Supercross Encore - Supercross Track Pack 1,2016,9.99,420890,"Rainbow Studios,THQ Nordic"
THQ Nordic,"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - Supercross Track Pack 2,MX vs. ATV Supercross Encore - Supercross Track Pack 2,2016,9.99,421160,"Rainbow Studios,THQ Nordic"
THQ Nordic,"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - Supercross Track Pack 3,MX vs. ATV Supercross Encore - Supercross Track Pack 3,2016,9.99,421161,"Rainbow Studios,THQ Nordic"
BlackFoot Studios,"['Action', 'Casual', 'Indie', 'Early Access']",Sniper Tactical,Sniper Tactical,2016,4.99,374170,fragOut Studio
THQ Nordic,"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - Supercross Track Pack 4,MX vs. ATV Supercross Encore - Supercross Track Pack 4,2016,9.99,421162,"Rainbow Studios,THQ Nordic"
Mindoki Games,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",a Family of Grave Diggers,a Family of Grave Diggers,2016,9.99,383020,Ludvig Larsson
Greens s.r.o.,"['Action', 'Indie', 'Simulation', 'Early Access']",Feed and Grow: Fish,Feed and Grow: Fish,2016,14.99,429050,Old B1ood
"Galactic Bits, Inc","['Action', 'Indie', 'Early Access']",Dead TrailZ,Dead TrailZ,2016,9.99,349150,"Galactic Bits, Inc"
tinyBuild,"['Indie', 'RPG', 'Strategy']",Punch Club,Punch Club,2016,9.99,394310,Lazy Bear Games
Blake Garner,"['Casual', 'Indie']",Chiptune Champion,Chiptune Champion,2016,9.99,372690,Blake Garner
initials,,Super Lemonade Factory Demo,Super Lemonade Factory Demo,2016,,432970,initials
GrabTheGames,"['Adventure', 'Indie']",Space Pilgrim Episode II: Epsilon Indi,Space Pilgrim Episode II: Epsilon Indi,2016,1.99,431710,"Pilgrim Adventures,GrabTheGames Studios"
tinyBuild,,Punch Club OST and Artbook,Punch Club OST and Artbook,2016,4.99,431490,Lazy Bear Games
N3V Games,['Simulation'],TANE DLC: BR Class 14,TANE DLC: BR Class 14,2016,,430182,N3V Games
Arc System Works,['Action'],GGXrd Character Unlock - ELPHELT VALENTINE,GGXrd Character Unlock - ELPHELT VALENTINE,2016,1.99,419471,Arc System Works
Arc System Works,['Action'],GGXrd Character Unlock - SIN KISKE,GGXrd Character Unlock - SIN KISKE,2016,1.99,419470,Arc System Works
Arc System Works,['Action'],GGXrd Character Unlock - LEO WHITEFANG,GGXrd Character Unlock - LEO WHITEFANG,2016,1.99,419472,Arc System Works
pheenix93,"['Adventure', 'Indie']",Wooden Floor 2 - Resurrection,Wooden Floor 2 - Resurrection,2016,1.99,433790,pheenix93
UnitedIndie,"['Indie', 'Strategy']",Ground Breakers,Ground Breakers,2016,4.99,376250,UnitedIndie
Faton,"['Indie', 'Strategy']",Forbidden Planet,Forbidden Planet,2013,0.99,434610,Faton
OrionSoft,['Adventure'],Elansar,Elansar,2012,1.99,435070,OrionSoft
Patagoniart,"['Casual', 'Indie', 'Simulation', 'Strategy']",Pixel Survivors,Pixel Survivors,2016,3.99,342970,"Sachonski,Renamilanesi,Sith"
NighthoodGames,"['Adventure', 'Indie']",Dark Night,Dark Night,2016,3.99,434150,NighthoodGames
OtakuMaker SARL,"['Action', 'Casual', 'Indie']",The Great Escape,The Great Escape,2016,3.99,434800,XiNFiNiTY Games
,"['Indie', 'Simulation']",Welcome to Boon Hill - OST,Welcome to Boon Hill - OST,2016,4.99,429760,Matthew Ritter
MAGIX Software GmbH,['Audio Production'],Sound Forge Mac 2.0 - Steam Powered,Sound Forge Mac 2.0 - Steam Powered,2016,99.99,207340,MAGIX Software GmbH
OrionSoft,['Adventure'],Philia : the Sequel to Elansar,Philia : the Sequel to Elansar,2014,2.99,435080,OrionSoft
Choice Provisions,"['Indie', 'RPG', 'Strategy']",Tharsis,Tharsis,2016,14.99,323060,Choice Provisions
Numinous Games,"['Adventure', 'Indie']","That Dragon, Cancer","That Dragon, Cancer",2016,9.99,419460,Numinous Games
FIVE-BN GAMES,"['Adventure', 'Casual']",New York Mysteries: High Voltage Demo,New York Mysteries: High Voltage Demo,2016,,430430,FIVE-BN GAMES
Ubisoft Entertainment,"['Action', 'Adventure']",Assassin’s Creed® Chronicles: India,Assassin’s Creed® Chronicles: India,2016,9.99,359610,Climax Studios
,"['Adventure', 'Indie']",Walk The Light - Soundtrack,Walk The Light - Soundtrack,2016,2.99,433390,Anti Crunch Studios
FIVE-BN GAMES,"['Adventure', 'Casual']",New York Mysteries: High Voltage,New York Mysteries: High Voltage,2016,6.99,392970,FIVE-BN GAMES
Dovetail Games - Flight,['Simulation'],FSX: Steam Edition - World Environment 2012 Add-On,FSX: Steam Edition - World Environment 2012 Add-On,2016,12.99,379562,Zinertek
Dovetail Games - Flight,['Simulation'],FSX: Steam Edition - HD Airport Graphics Add-On,FSX: Steam Edition - HD Airport Graphics Add-On,2016,12.99,379560,Zinertek
Dovetail Games - Flight,['Simulation'],FSX: Steam Edition - Natural Tree Environment X Add-On,FSX: Steam Edition - Natural Tree Environment X Add-On,2016,11.99,379561,Zinertek
CBE Software s.r.o.,"['Adventure', 'Indie']","J.U.L.I.A.:Among the Stars - Soundtrack, Hintbook, Untold","J.U.L.I.A.:Among the Stars - Soundtrack, Hintbook, Untold",2016,4.99,360340,CBE Software s.r.o.
Doomster Entertainment,"['Adventure', 'Indie', 'RPG']",3DRPG,3DRPG,2016,0.99,431840,Doomster Entertainment
,"['Casual', 'Simulation']",Rocksmith® 2014 – Thirty Seconds to Mars - “The Kill”,Rocksmith® 2014 – Thirty Seconds to Mars - “The Kill”,2016,2.99,390424,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Thirty Seconds to Mars - “This Is War”,Rocksmith® 2014 – Thirty Seconds to Mars - “This Is War”,2016,2.99,390427,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Thirty Seconds to Mars - “From Yesterday”,Rocksmith® 2014 – Thirty Seconds to Mars - “From Yesterday”,2016,2.99,390425,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Thirty Seconds to Mars - “Closer to the Edge”,Rocksmith® 2014 – Thirty Seconds to Mars - “Closer to the Edge”,2016,2.99,390428,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Thirty Seconds to Mars - “Kings and Queens”,Rocksmith® 2014 – Thirty Seconds to Mars - “Kings and Queens”,2016,2.99,390426,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Thirty Seconds to Mars Song Pack,Rocksmith® 2014 – Thirty Seconds to Mars Song Pack,2016,11.99,390429,Ubisoft - San Francisco
Red Splat Games,"['Casual', 'Racing']",Eight Mini Racers,Eight Mini Racers,2016,0.99,434890,David Mulder
,['Action'],Tom Clancy's Rainbow Six® Siege - The Safari Bundle,Tom Clancy's Rainbow Six® Siege - The Safari Bundle,2016,4.99,417461,Ubisoft Montreal
Orangepixel,"['Action', 'Indie', 'RPG', 'Strategy']",Space Grunts,Space Grunts,2016,9.99,371430,Orangepixel
REL Games,['Action'],Deadhunt,Deadhunt,2005,4.99,435250,REL Games
Double Stallion Games,"['Action', 'Indie']",Big Action Mega Fight!,Big Action Mega Fight!,2016,1.99,357120,Double Stallion Games
ANPA.US,"['Action', 'Adventure', 'Indie', 'Simulation']",Dinosaur Hunt - Medieval Knights Hunter Expansion Pack,Dinosaur Hunt - Medieval Knights Hunter Expansion Pack,2016,0.99,434940,ANPA.US
N3V Games,['Simulation'],TANE DLC: BNSF Railway EMD SD70MAC Executive Patch,TANE DLC: BNSF Railway EMD SD70MAC Executive Patch,2016,12.99,404214,N3V Games
N3V Games,['Simulation'],TANE DLC: Amtrak P42DC - Phase V,TANE DLC: Amtrak P42DC - Phase V,2016,14.99,404982,N3V Games
N3V Games,['Simulation'],TANE DLC: BNSF GE Dash-9 44CW Warbonnet,TANE DLC: BNSF GE Dash-9 44CW Warbonnet,2016,12.99,404217,N3V Games
N3V Games,['Simulation'],TANE DLC: Blue Comet,TANE DLC: Blue Comet,2016,16.99,404211,N3V Games
N3V Games,['Simulation'],TANE DLC: CSX EMD SD60,TANE DLC: CSX EMD SD60,2016,12.99,404218,N3V Games
N3V Games,['Simulation'],TANE DLC: SNCF - AGC Languedoc,TANE DLC: SNCF - AGC Languedoc,2016,16.99,430220,N3V Games
N3V Games,['Simulation'],TANE DLC: Chinese Electric SS4 Locomotive Pack,TANE DLC: Chinese Electric SS4 Locomotive Pack,2015,18.99,404210,N3V Games
Plain Concepts Corp,"['Casual', 'Indie', 'Strategy']",Boss Monster: Power-Up Pack,Boss Monster: Power-Up Pack,2016,1.99,363251,Plain Concepts Corp
Sometimes You,"['Casual', 'Indie']",Energy Cycle,Energy Cycle,2016,2.99,415960,Sometimes You
,"['Casual', 'Indie']",Energy Cycle Soundtrack,Energy Cycle Soundtrack,2016,0.99,423240,Sometimes You
,"['Casual', 'Indie']",Energy Cycle Collector's Edition Content,Energy Cycle Collector's Edition Content,2016,0.99,426120,Sometimes You
Dream Within,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Endica VII The Dream King,Endica VII The Dream King,2016,4.99,343150,Dream Within
"CRAZYDIAMOND CO., LTD.","['Action', 'Casual', 'Free to Play', 'Massively Multiplayer']",LoveBeat,LoveBeat,2016,0,354290,"CRAZYDIAMOND CO., LTD."
Degica,['Action'],DARIUSBURST Chronicle Saviours - Darius Odyssey Digital Guidebook,DARIUSBURST Chronicle Saviours - Darius Odyssey Digital Guidebook,2016,14.99,431350,"Pyramid,Chara-Ani"
Cyanide,"['Simulation', 'Sports']",Pro Basketball Manager 2016,Pro Basketball Manager 2016,2016,14.99,347060,"Cyanide,Umix Studios"
DNZY Games,"['Casual', 'Indie', 'Strategy']",Zombie Wars: Invasion,Zombie Wars: Invasion,2016,2.99,429060,DNZY Games
Frostburn Studios,"['Action', 'Free to Play', 'Indie']",Wilson Chronicles,Wilson Chronicles,2016,0,313240,Frere d'Arme
iEntertainment Network Inc,"['Action', 'Massively Multiplayer', 'Simulation']",WarBirds Dogfights 2016,WarBirds Dogfights 2016,2016,19.99,433130,iEntertainment Network Inc
Paradox Interactive,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",Knights of Pen and Paper 2 - Here Be Dragons,Knights of Pen and Paper 2 - Here Be Dragons,2016,4.99,420640,Kyy Games
IndieGala,"['Action', 'Casual', 'Indie']",Tyler,Tyler,2016,2.99,390460,ILLUSIONETWORK
Coffee Stain Publishing,"['Casual', 'Indie', 'Simulation']",Goat Simulator: PAYDAY,Goat Simulator: PAYDAY,2016,4.99,425840,Coffee Stain Studios
tequibo,['Indie'],boxlife,boxlife,2016,2.99,314370,tequibo
,"['Action', 'RPG']",PAYDAY 2: The Goat Simulator Heist,PAYDAY 2: The Goat Simulator Heist,2016,,433730,OVERKILL - a Starbreeze Studio.
